0,303.7,150.55,163.7
5701,77.1,29.05,53.5
5522,78.4,23.15,66.05
24,330.9,237.7,87.25
1,380.65,74.3,44.9
5275,121.85,41.1,28.8
5,295.6,149.1,222.8
5913,82.05,34.45,39.85
70,290.9,135.4,193.6
20,299.65,152.95,217.55
2675,182.2,91.5,122.6
5765,83.5,27.3,48.95
3643,151.35,56.85,96.2
5091,128.95,48.1,30.15
2148,211.45,75.7,140.9
160,307.35,205.45,106.95
932,267.35,119.75,165.9
2493,219.15,158.3,74.15
2844,185.9,100.05,105.65
436,336.45,53.9,59.95
2870,178.9,79,110.4
28,375.8,69.7,43.8
91,346.7,85.2,78.85
232,293.35,142,158.7
228,369.45,63.7,38.65
1117,296.15,192.1,53
2460,196.7,106.95,116.7
1224,253.5,115.95,153.15
1019,267.15,127.3,133.95
131,327.15,234.6,86.15
2231,205.65,98.8,122.05
5643,90.5,34.3,48.05
57,358.95,54.8,64.5
3249,169.2,61,127.45
4190,144.9,60.75,70.2
5114,127,43.95,32.3
1073,249.7,98.85,174.7
696,266.65,118.7,179
2051,243.85,154.25,68.7
4871,136.3,53.6,35.8
5411,99.05,45.7,51.95
86,363.7,62,49.95
3792,157.1,76.3,82.25
1637,232.4,145.8,103.35
2424,224.4,165.35,77.15
3372,163.85,58.75,125.95
1553,249.65,111.05,142.45
1455,243.55,104.4,165.35
1518,239.35,103.85,149.6
3994,144.3,58.35,87.95
1273,281.1,199,66.9
3124,167.75,64.95,113.95
3508,160,65,92.35
4064,146.25,61.55,70.85
861,280.2,143.95,131.75
621,270.7,122.9,181.6
675,287.5,197.55,93.35
289,284.3,131.9,188.35
970,269.5,169.05,101.1
153,352.35,48.4,62.45
5582,93.35,36.25,48.85
684,282.75,191.8,97.2
3952,154.4,70.7,74.45
5165,104.25,38.8,53.65
382,333.1,73.1,76.1
1990,213.4,88.5,144.9
523,334,52.25,56.05
1723,232.7,96.95,162.15
4668,114.35,43.8,81.25
227,305.4,213.15,102.25
4448,122.65,54.15,84.35
3392,165.2,59.55,123.9
2559,188.7,79.7,116.45
3272,172.1,90.55,89.3
2530,214.25,80.1,105
1725,254.35,176.5,57.25
4624,111.8,41.65,82
4443,119,44.05,84.85
1255,288.05,184.2,53.6
4286,133.3,54.9,77.3
4741,139.2,49,38.95
1047,250.25,99.6,175.2
2923,205.7,152.45,62.9
39,299,150.4,218.3
1571,285.6,33.8,51.75
1078,258.55,120.35,155
2273,203.6,97.55,124.1
3473,186.35,48.4,62.45
1371,244.7,108.35,149.1
4403,131.9,67.55,72.55
1824,220.75,113.15,126.45
772,271.1,125.85,159.35
2007,226.55,119.15,115.3
1027,261.6,120.6,157
78,318.3,232.55,92.1
21,295.8,148.8,221.6
1989,261.3,172.75,46.95
1962,263,173.95,47
4772,137.65,49.9,38.95
0,318.4,232.55,130.3
3,344.2,265.5,104.95
2,385.1,58.7,48.85
5935,93.5,31.05,27.5
6030,75.75,31.15,38.55
6184,77.8,21.9,35.9
6194,77.8,21.9,35.4
41,285.15,136.65,216.6
48,289.5,139.25,209.85
331,364.1,64.2,46.5
3618,168,76.75,93.5
473,326.65,243.65,97.75
5594,104.3,37.9,39.15
5818,84.95,26.1,49.3
1332,258.45,118.65,170.5
94,340.8,258.7,102.85
706,346.7,46.3,42.15
587,273.85,134.3,185.35
4012,146.75,67.45,75.15
4589,128.2,52.85,59.65
17,376.65,79.75,52.9
897,275.2,122.6,179.2
4785,112.6,43.5,63.8
5730,88.35,28.25,50.05
3544,175.45,101.8,62.75
314,282.6,132.75,204.75
4152,138.75,61.8,71.5
2932,194.8,91.7,99.65
3065,190.95,110.1,88.5
1118,295.65,211.4,79.3
2068,230.95,85.55,142.3
5336,97.4,37.3,62.1
170,371.4,70,49.8
2924,200.8,68.35,124.9
382,330.8,250.55,101.05
4185,135,60.05,73.35
4448,155.75,44.15,81.5
3785,160.4,72.4,91.35
291,320.7,223.8,137.2
2620,214.25,145.85,93.2
4853,142.1,32.85,68.35
3862,163.1,95.95,78.25
78,335.3,254.4,106.35
950,302.75,165.75,140.9
3397,180.8,94.75,72.7
2739,238.55,173.8,56.6
1551,267.7,169.8,114.25
1338,242.5,122.2,186.65
645,264.55,127.1,191.55
1042,283.6,200.5,97.1
1231,289.6,206.35,90
5231,121,53.2,42.8
5297,118.4,52.3,41.9
4328,135.95,66.85,66.8
825,284.3,215.7,136.75
3929,176.9,48.75,86.05
817,251.7,157.1,158.75
4891,123.6,56.1,60.25
1189,300.35,207.85,83.25
392,274.65,135.5,193.85
3148,195.9,71.25,112.3
1476,245.25,125,181.35
1606,258.2,113.25,150.9
5046,113.85,47,50.2
2140,232.35,100.1,137.95
5150,112,45.55,44.1
3499,187.65,63.5,104.5
135,310.75,227.25,126.8
1396,264.55,117.2,155.65
2132,263.05,192.3,67.7
1864,250.55,185.15,100.95
2594,243.5,178.35,58.55
5920,87.8,27.3,41.55
1525,227.8,116.75,161
5399,115.8,34.6,43.95
4437,131.6,55.85,64.8
5533,108.45,40.85,38.3
4917,108.4,47,78.45
16,286.6,136.45,216.2
507,316,237.15,102.8
2253,260.35,189.75,60.75
676,307.9,211.85,122.8
793,312,233.9,92.15
3267,217.4,164.45,50.1
1959,235.25,115.75,164.15
2214,229.3,109.1,151.4
299,285.55,135.25,199.85
60,336.25,251.7,113.25
1675,245.25,107.05,138.1
1988,255.65,125.85,99.3
156,367.1,65.15,55
350,299.25,225.75,144.6
2536,219.7,83,120.5
911,277.3,129.95,170.15
2561,205.7,72.95,138.35
854,250.15,156.3,157.35
5474,109.8,41.2,40.35
