0.3999999999996362,205.0,710.2,899.0
0.3999999999996362,0.0,13.0,1500.0
2913.3999999999996,323.4,451.0,57.0
40.399999999999636,1276.8,1329.0,166.4
3835.3999999999996,36.0,84.4,67.4
925.3999999999996,0.0,6.6000000000000005,1155.0
7.399999999999636,947.0,1427.2,133.2
0.3999999999996362,0.0,12.6,1500.4
44.399999999999636,221.8,248.8,1262.2
71.39999999999964,1186.4,1239.4,259.8
3287.3999999999996,94.6,156.4,196.8
121.39999999999964,2.0,12.200000000000001,1429.0
1057.3999999999996,634.6,1019.2,180.8
3509.3999999999996,147.0,207.0,64.0
30.399999999999636,74.0,125.0,1385.0
1760.3999999999996,404.8,467.2,435.40000000000003
264.39999999999964,63.0,79.6,1340.6
3683.3999999999996,73.0,137.4,72.8
2298.3999999999996,176.4,316.40000000000003,388.6
1343.3999999999996,815.6,945.2,106.60000000000001
792.3999999999996,990.8,1062.6,171.6
391.39999999999964,240.6,272.0,1091.4
3143.3999999999996,102.0,162.0,242.6
177.39999999999964,942.4,1121.2,314.0
982.3999999999996,4.0,11.0,1135.6
359.39999999999964,767.4,870.8,557.4
922.3999999999996,599.8,978.8,288.8
1041.3999999999996,414.8,530.8,683.4
1010.3999999999996,374.0,393.4,791.6
251.39999999999964,1008.8,1275.6,176.8
800.3999999999996,198.8,326.8,955.2
2203.3999999999996,51.0,99.4,627.8
198.39999999999964,250.4,252.6,1187.2
1630.3999999999996,170.0,215.6,704.6
451.39999999999964,894.4,1085.8,278.6
1206.3999999999996,133.4,170.6,853.4
640.3999999999996,557.0,633.8,665.6
674.3999999999996,269.2,351.0,925.6
2615.3999999999996,420.8,477.2,110.2
2806.3999999999996,323.4,451.0,99.4
1087.3999999999996,844.8,936.8000000000001,154.2
1322.3999999999996,251.20000000000002,682.0,475.6
2564.3999999999996,45.6,139.0,419.8
2024.3999999999996,463.8,577.6,206.4
1573.3999999999996,301.0,410.8,587.6
408.39999999999964,335.2,367.0,999.4
139.39999999999964,1234.0,1285.2,175.0
878.3999999999996,719.0,820.0,446.2
3053.3999999999996,121.0,223.0,182.2
149.39999999999964,109.0,125.6,1340.6
14.399999999999636,1022.0,1375.8,173.6
1919.3999999999996,18.6,30.400000000000002,755.8
1394.3999999999996,274.4,450.4,631.0
980.3999999999996,306.2,380.4,802.4
1923.3999999999996,361.2,462.4,390.2
1063.3999999999996,513.8,589.0,557.8
1365.3999999999996,742.2,778.6,281.0
703.3999999999996,235.8,236.8,1029.4
601.3999999999996,979.4,1158.6,141.6
116.39999999999964,1066.0,1333.6,171.2
307.39999999999964,1100.4,1214.2,212.2
1675.3999999999996,605.6,695.4,188.2
483.39999999999964,882.4,1101.8,242.2
707.3999999999996,573.0,617.8,628.8
462.39999999999964,257.8,286.8,1067.2
1022.3999999999996,787.6,886.8000000000001,231.8
37.399999999999636,1129.2,1310.2,203.4
1715.3999999999996,118.4,164.0,770.0
933.3999999999996,209.4,320.0,889.0
563.3999999999996,388.6,750.6,651.4
2355.3999999999996,45.2,140.6,524.2
3369.3999999999996,54.2,112.0,180.4
530.3999999999996,325.2,356.6,979.4
3685.3999999999996,73.0,137.4,72.4
2471.3999999999996,31.200000000000003,84.2,537.2
965.3999999999996,896.4,988.6,185.0
1484.3999999999996,352.0,360.6,617.2
1457.3999999999996,151.8,193.8,798.8
1857.3999999999996,439.8,790.2,112.4
913.3999999999996,512.8,675.6,546.0
722.3999999999996,870.4,907.6,326.2
